lat,lon,l2,l3,l4,l5,l6
40.669476799999998,-73.919966200000005,0,2,3,4,2
40.609462299999997,-73.974183999999994,0,2,3,4,0
40.645128999999997,-74.108717200000001,0,2,2,2,4
40.734962799999998,-73.979789699999998,0,2,3,3,3
40.679675899999999,-73.878629400000008,1,0,1,4,2
40.846658599999998,-73.896176199999999,1,1,0,1,1
40.8322821,-73.909619700000007,1,1,0,1,1
40.871423299999996,-73.866144900000009,1,1,0,1,1
40.695257200000007,-73.755532099999996,1,0,1,0,5
40.750990799999997,-73.990623299999996,0,2,3,3,3
40.747193299999999,-73.882891299999997,1,1,0,3,2
40.643895700000009,-73.938255400000003,0,2,3,4,0
40.673621200000007,-73.884213799999998,0,0,3,4,2
40.667374100000004,-73.987805299999991,0,2,3,4,0
40.669402300000002,-73.942197099999987,0,2,3,4,0
40.649751899999998,-73.935990400000009,0,2,3,4,0
40.661744299999995,-73.947833799999998,0,2,3,4,0
40.583712400000003,-73.947383500000001,0,2,3,4,0
40.677132399999998,-73.9984173,0,2,3,4,0
40.754584000000001,-73.999144599999994,0,2,3,3,3
40.820188999999999,-73.890675200000004,1,1,0,1,1
40.794861600000004,-73.946479799999992,1,1,0,3,3
40.864663899999996,-73.928888999999998,1,1,0,1,1
40.630830700000004,-74.025085700000005,0,2,3,4,0
40.678008700000007,-73.849736200000009,1,0,1,0,2
40.6402079,-73.980005700000007,0,2,3,4,0
40.832628200000002,-73.925374699999992,1,1,0,1,1
40.666452399999997,-73.757631000000003,1,0,1,0,5
40.711109899999997,-73.831370200000009,1,0,1,0,5
40.759527300000002,-73.99924200000001,0,1,3,3,3
40.507753600000001,-74.230063200000004,0,2,2,2,4
40.701189200000002,-73.807880699999998,1,0,1,0,5
40.749932399999999,-73.903447900000003,1,1,0,3,2
40.828853700000003,-73.899318800000003,1,1,0,1,1
40.690916399999999,-73.729199099999988,1,0,1,0,5
40.695993200000004,-73.983213000000006,0,2,3,4,3
40.637513700000007,-73.962780199999997,0,2,3,4,0
40.814268299999995,-73.912953299999998,1,1,0,1,1
40.515051200000002,-74.2345696,0,2,2,2,4
40.684278300000003,-73.783014699999995,1,0,1,0,5
40.648644099999999,-73.955761300000006,0,2,3,4,0
40.609462299999997,-73.974183999999994,0,2,3,4,0
40.869514600000002,-73.826181300000002,1,1,0,1,1
40.701705400000002,-73.732393999999999,1,0,1,0,5
40.7453924,-73.906612199999998,1,1,0,3,2
40.678443799999997,-73.868854099999993,1,0,1,0,2
40.842709999999997,-73.885661499999998,1,1,0,1,1
40.719602200000004,-73.943899599999995,0,2,3,3,3
40.635274299999999,-73.909238000000002,0,2,3,4,0
40.735065899999995,-73.881837300000001,1,0,1,3,2
40.640625999999997,-73.9862933,0,2,3,4,0
40.739966299999992,-73.894231499999989,1,1,0,3,2
40.836641499999999,-73.833805799999993,1,1,0,1,1
40.843727299999998,-73.827531800000003,1,1,0,1,1
40.634791899999996,-73.896959800000005,0,2,3,4,2
40.799440799999999,-73.955303499999999,1,1,0,3,3
40.852140000000006,-73.920697099999984,1,1,0,1,1
40.745199499999998,-73.871570099999985,1,0,1,0,2
40.757907399999993,-73.989297599999986,0,1,3,3,3
40.788989200000003,-73.974063799999996,1,1,0,3,3
40.734273299999998,-73.862595599999992,1,0,1,0,2
40.776957600000003,-73.959546599999996,1,1,0,3,3
40.864112799999994,-73.921250400000005,1,1,0,1,1
40.667039100000004,-73.757315299999988,1,0,1,0,5
40.656979200000002,-73.889418200000009,0,2,3,4,2
40.822431200000004,-73.909456000000006,1,1,0,1,1
40.684286999999998,-73.808012300000001,1,0,1,0,5
40.617666100000001,-73.962809300000004,0,2,3,4,0
40.763600700000005,-73.770969899999997,1,0,1,0,5
40.679116700000002,-74.005541400000013,0,2,3,4,0
40.718940699999997,-73.956537099999991,0,2,3,3,3
40.628445200000002,-73.991793299999998,0,2,3,4,0
40.697203500000001,-73.952923299999995,0,2,3,4,3
40.808973100000003,-73.948325199999999,1,1,0,3,3
40.667093700000002,-73.763756700000002,1,0,1,0,5
40.531918100000006,-74.191744200000002,0,2,2,2,4
40.719972499999997,-73.992896799999997,0,2,3,3,3
40.710012899999995,-73.794729400000008,1,0,1,0,5
40.712912599999996,-73.95503690000001,0,2,3,3,3
40.828303000000005,-73.882950900000012,1,1,0,1,1
40.766511999999999,-73.816508099999993,1,0,1,0,5
40.759983099999999,-73.964801799999989,0,1,0,3,3
40.787685600000003,-73.975014099999996,1,1,0,3,3
40.715972399999998,-73.762274000000005,1,0,1,0,5
40.750241799999998,-73.998595999999992,0,2,3,3,3
40.713553900000001,-73.98085309999999,0,2,3,3,3
40.677413200000004,-73.930318099999994,0,2,3,4,2
40.8064149,-73.942262299999996,1,1,0,3,1
40.765481299999998,-73.913699400000013,1,1,0,3,3
40.766616200000001,-73.986660799999996,0,1,0,3,3
40.810856899999997,-73.939018099999998,1,1,0,1,1
40.745733299999998,-73.980208599999983,0,2,3,3,3
40.652768399999999,-73.886289799999986,0,2,3,4,2
40.719407200000006,-73.902496400000004,1,1,3,3,2
40.6019498,-73.993809599999992,0,2,3,4,0
40.5920737,-73.962981999999997,0,2,3,4,0
40.690552699999998,-73.834043700000009,1,0,1,0,5
40.69603,-73.943526299999988,0,2,3,4,2
40.7150167,-73.741640099999998,1,0,1,0,5
40.815305700000003,-73.943699699999996,1,1,0,1,1
40.761412700000001,-73.884537599999987,1,1,0,3,2
40.690829399999998,-73.787057300000001,1,0,1,0,5
40.652176599999997,-73.928473999999994,0,2,3,4,0
40.748438499999999,-73.996195999999998,0,2,3,3,3
40.759619899999997,-73.96196479999999,0,1,0,3,3
40.705967999999999,-73.816440299999996,1,0,1,0,5
40.711325600000002,-73.947243099999994,0,2,3,3,3
40.6669713,-73.791296799999998,1,0,1,0,5
40.697524799999997,-73.746818099999999,1,0,1,0,5
40.726301899999996,-73.949118099999993,0,2,3,3,3
40.774323299999992,-73.961476199999993,1,1,0,3,3
40.693227800000003,-73.734029100000001,1,0,1,0,5
40.838106099999997,-73.835009200000002,1,1,0,1,1
40.704278100000003,-73.749854499999998,1,0,1,0,5
40.597267299999999,-73.9986569,0,2,3,4,0
40.717170000000003,-73.834936999999996,1,0,1,0,5
40.634616100000002,-74.023519899999997,0,2,3,4,0
40.757441899999996,-73.867463999999998,1,1,0,0,2
40.596816600000004,-73.955075400000013,0,2,3,4,0
40.715355799999998,-73.9934023,0,2,3,3,3
40.754279100000005,-73.909010899999998,1,1,0,3,2
40.612549799999996,-73.962858999999995,0,2,3,4,0
40.699902100000003,-73.961670699999999,0,2,3,4,3
40.5720144,-74.146991,0,2,2,2,4
40.674256899999996,-73.8974829,0,2,3,4,2
40.741105100000006,-73.85381240000001,1,0,1,0,2
40.813495700000004,-73.953108400000005,1,1,0,3,3
40.551422299999999,-74.143070099999989,0,2,2,2,4
40.671340999999998,-73.899585400000007,0,2,3,4,2
40.712369099999997,-73.793903299999997,1,0,1,0,5
40.737917700000004,-73.992223700000011,0,2,3,3,3
40.748778200000004,-73.809760999999995,1,0,1,0,5
40.688042100000004,-73.832744599999998,1,0,1,0,5
40.717756200000004,-73.758137099999999,1,0,1,0,5
40.833770200000004,-73.8773762,1,1,0,1,1
40.846847199999999,-73.832497099999983,1,1,0,1,1
40.699090399999996,-73.956074000000001,0,2,3,4,3
40.581242200000005,-74.098439499999998,0,2,2,2,4
40.625730799999999,-73.956392500000007,0,2,3,4,0
40.683318700000001,-73.989991000000003,0,2,3,4,0
40.801843900000001,-73.959148599999992,1,1,0,3,3
40.602294799999996,-73.75862020000001,1,0,1,0,5
40.745441399999997,-73.975394399999999,0,2,3,3,3
40.783247799999991,-73.944723400000001,1,1,0,3,3
40.677405600000007,-73.983048200000013,0,2,3,4,0
40.860196799999997,-73.897709599999985,1,1,0,1,1
40.761547200000003,-73.831119700000002,1,0,1,0,5
40.666452399999997,-73.757631000000003,1,0,1,0,5
40.852288200000004,-73.890485099999992,1,1,0,1,1
40.623971600000004,-73.950201199999995,0,2,3,4,0
40.688290199999997,-73.939097700000005,0,2,3,4,2
40.578958,-74.126965499999997,0,2,2,2,4
40.663105899999998,-73.905173900000008,0,2,3,4,2
40.760379299999997,-73.758000400000014,1,0,1,0,5
40.742162700000002,-73.804431700000009,1,0,1,0,5
40.594593799999998,-73.995499099999989,0,2,3,4,0
40.862778499999997,-73.906158200000007,1,1,0,1,1
40.746034700000003,-73.934400199999999,1,1,3,3,3
40.884985399999998,-73.862027299999994,1,1,0,1,1
40.663905799999995,-73.950975200000002,0,2,3,4,0
40.728302200000009,-73.854890400000016,1,0,1,0,2
40.625730799999999,-73.956392500000007,0,2,3,4,0
40.646320000000003,-73.92980279999999,0,2,3,4,0
40.695201300000001,-73.734010400000003,1,0,1,0,5
40.682940500000001,-73.867161400000001,1,0,1,0,2
40.724301399999995,-73.8451618,1,0,1,0,2
40.846294399999998,-73.831786499999993,1,1,0,1,1
40.705640799999998,-73.750469799999991,1,0,1,0,5
40.604802500000005,-73.966795900000008,0,2,3,4,0
40.635257099999997,-73.927447299999997,0,2,3,4,0
40.727271299999998,-73.817171700000003,1,0,1,0,5
40.747296599999999,-73.974043999999992,0,2,3,3,3
40.711455299999997,-73.919858099999985,0,2,3,3,2
40.745818200000002,-73.945649500000002,0,1,3,3,3
40.749670799999997,-73.995297300000004,0,2,3,3,3
40.8468783,-73.92060570000001,1,1,0,1,1
40.708697899999997,-73.799303400000014,1,0,1,0,5
40.661295500000001,-73.917355599999993,0,2,3,4,2
40.682243,-73.822213099999999,1,0,1,0,5
40.667519800000001,-73.751055800000003,1,0,1,0,5
40.644295499999998,-73.901381000000001,0,2,3,4,2
40.602688299999997,-73.933550699999998,0,2,3,4,0
40.667707100000001,-73.906353299999992,0,2,3,4,2
40.580209000000004,-74.099741199999997,0,2,2,2,4
40.835621600000003,-73.927857599999982,1,1,0,1,1
40.648721299999998,-73.964903799999988,0,2,3,4,0
40.693822999999995,-73.943099099999998,0,2,3,4,2
40.674507299999995,-73.821606400000007,1,0,1,0,5
40.7550849,-73.926555199999996,1,1,0,3,3
40.655633799999997,-73.959861700000005,0,2,3,4,0
40.8410516,-73.944679000000008,1,1,0,1,1
40.761624100000006,-73.822073400000008,1,0,1,0,5
40.857128499999995,-73.880792599999992,1,1,0,1,1
40.764161700000002,-73.968889700000005,0,1,0,3,3
40.549479299999994,-74.149323499999994,0,2,2,2,4
40.810173799999994,-73.951167299999994,1,1,0,3,3
40.875730799999999,-73.879558799999998,1,1,0,1,1
40.673421600000005,-73.950164299999997,0,2,3,4,0
40.7051807,-73.942851299999987,0,2,3,3,2
40.669402300000002,-73.942197099999987,0,2,3,4,0
40.749338600000002,-73.876640099999989,1,1,0,3,2
40.851184499999995,-73.928661300000002,1,1,0,1,1
40.681566100000005,-73.894313299999993,0,2,3,4,2
40.714927600000003,-74.0079396,0,2,3,3,3
40.525312100000008,-74.208562999999998,0,2,2,2,4
40.826401700000005,-73.875799900000004,1,1,0,1,1
40.723022100000001,-73.998813099999992,0,2,3,3,3
40.7387096,-73.701911800000005,1,0,1,0,5
40.723120799999997,-74.006234099999986,0,2,3,3,3
40.746034700000003,-73.934400199999999,1,1,3,3,3
40.697583600000002,-73.949648499999995,0,2,3,4,3
40.755292100000005,-73.994921500000004,0,2,3,3,3
40.614871299999997,-73.821639700000006,0,0,1,0,5
40.728175799999995,-73.984857300000002,0,2,3,3,3
40.6302691,-73.959440999999998,0,2,3,4,0
40.623568100000007,-73.964945799999995,0,2,3,4,0
40.6082027,-73.920709500000001,0,2,3,4,0
40.740272499999996,-73.895851199999996,1,1,0,3,2
40.582169100000002,-73.958951799999994,0,2,3,4,0
40.8153626,-73.8866984,1,1,0,1,1
40.669377600000004,-73.763881999999995,1,0,1,0,5
40.793818200000004,-73.940106299999997,1,1,0,3,3
40.761510600000001,-73.883606099999994,1,1,0,3,2
40.747296599999999,-73.974043999999992,0,2,3,3,3
40.637781799999999,-74.017932599999995,0,2,3,4,0
40.614621100000001,-73.968656799999991,0,2,3,4,0
40.669592399999999,-73.995894100000001,0,2,3,4,0
40.672844599999998,-73.764046300000004,1,0,1,0,5
40.633153299999996,-73.977615599999993,0,2,3,4,0
40.660593799999994,-73.931326900000002,0,2,3,4,0
40.854873699999999,-73.916789799999989,1,1,0,1,1
40.597477200000007,-73.968704500000001,0,2,3,4,0
40.725931500000002,-73.994649599999988,0,2,3,3,3
40.603712799999997,-74.105804800000001,0,2,2,2,4
40.642004100000001,-73.898829599999999,0,2,3,4,2
40.740916299999995,-73.952257299999999,0,1,3,3,3
40.687934900000002,-73.915393500000008,0,2,3,4,2
40.708214500000004,-73.732919700000011,1,0,1,0,5
40.860895899999996,-73.843198799999996,1,1,0,1,1
40.757060700000004,-73.755337699999998,1,0,1,0,5
40.704256999999998,-73.967207999999999,0,2,3,3,3
40.534266899999999,-74.153973499999992,0,2,2,2,4
40.712865600000001,-73.904771299999993,1,2,3,3,2
40.889747700000001,-73.912901500000004,1,1,0,1,1
40.636639600000002,-73.979682499999996,0,2,3,4,0
40.654133399999999,-73.912329700000001,0,2,3,4,2
40.662395099999998,-73.937340799999987,0,2,3,4,0
40.806066799999996,-73.909041200000004,1,1,0,1,1
40.889458500000003,-73.898272200000008,1,1,0,1,1
40.553311299999997,-74.151221300000003,0,2,2,2,4
40.810941399999997,-73.943172300000001,1,1,0,1,1
40.604045299999996,-73.756989700000005,1,0,1,0,5
40.830415899999998,-73.825979900000007,1,1,0,1,1
40.677359499999994,-73.886860700000014,0,0,3,4,2
40.730633200000007,-73.871630600000003,1,0,1,0,2
40.751544600000003,-73.870843199999996,1,1,0,0,2
40.695157700000003,-73.7617604,1,0,1,0,5
40.722672299999999,-73.982964500000008,0,2,3,3,3
40.714066799999998,-73.951623700000013,0,2,3,3,3
40.761356400000004,-73.935388599999996,1,1,0,3,3
40.734659299999997,-73.988287400000004,0,2,3,3,3
40.753515800000002,-73.988785800000002,0,2,3,3,3
40.636133100000002,-73.972736099999992,0,2,3,4,0
40.718415500000006,-73.961620400000001,0,2,3,3,3
40.774735299999996,-73.988175599999991,0,1,0,3,3
40.717910199999999,-73.953399300000001,0,2,3,3,3
40.764828000000001,-73.8698464,1,1,0,1,2
40.762565600000002,-73.818587400000013,1,0,1,0,5
40.836438700000002,-73.918410099999988,1,1,0,1,1
40.588328300000001,-73.804306100000005,0,0,1,0,5
40.8726032,-73.854543000000007,1,1,0,1,1
40.680870800000001,-73.975144299999997,0,2,3,4,0
40.669712400000002,-73.947730200000009,0,2,3,4,0
40.752692100000004,-73.707501400000012,1,0,1,0,5
40.637206799999994,-73.956565099999992,0,2,3,4,0
40.798593200000006,-73.933517699999996,1,1,0,3,1
40.795927500000005,-73.972717599999996,1,1,0,3,3
40.673999200000004,-73.982277599999989,0,2,3,4,0
40.751942299999996,-73.832295400000007,1,0,1,0,5
40.693354399999997,-73.934131100000002,0,2,3,4,2
40.736790599999999,-73.978497300000001,0,2,3,3,3
40.666131700000001,-73.826141799999988,1,0,1,0,5
40.853815300000001,-73.907331200000002,1,1,0,1,1
40.608814299999999,-73.972995799999993,0,2,3,4,0
40.841254399999997,-73.909394300000002,1,1,0,1,1
40.822945799999999,-73.868179099999992,1,1,0,1,1
40.822431200000004,-73.909456000000006,1,1,0,1,1
40.804375799999995,-73.937420200000005,1,1,0,3,1
40.787064399999998,-73.941935999999998,1,1,0,3,3
40.669554600000005,-73.944961800000002,0,2,3,4,0
40.758192200000003,-73.823176299999986,1,0,1,0,5
40.751840100000003,-73.903571400000004,1,1,0,3,2
40.667954600000002,-73.870064200000002,0,0,1,0,2
40.6185227,-73.990796799999998,0,2,3,4,0
40.714405900000003,-73.990220800000003,0,2,3,3,3
40.640625799999995,-74.0149787,0,2,3,4,0
40.755488200000002,-73.824717500000006,1,0,1,0,5
40.689662100000007,-73.9741097,0,2,3,4,0
40.755807399999995,-73.98640309999999,0,1,3,3,3
40.748933399999999,-73.951638000000003,0,1,3,3,3
40.742830799999993,-74.007697499999992,0,2,3,3,3
40.715235100000001,-74.0054181,0,2,3,3,3
40.852262799999998,-73.852895799999999,1,1,0,1,1
40.873301899999994,-73.853637500000005,1,1,0,1,1
40.678756999999997,-73.813461500000003,1,0,1,0,5
40.701262299999996,-73.772723999999997,1,0,1,0,5
40.890213099999997,-73.852374200000014,1,1,0,1,1
40.826279100000001,-73.876725099999987,1,1,0,1,1
40.677576700000003,-73.955475300000003,0,2,3,4,0
40.625983399999996,-74.001520200000002,0,2,3,4,0
40.829979899999998,-73.913987900000009,1,1,0,1,1
40.670968500000001,-73.770098400000009,1,0,1,0,5
40.890076399999998,-73.819848900000011,1,1,0,1,1
40.696864599999998,-73.837165400000004,1,0,1,0,5
40.632367100000003,-73.987714499999996,0,2,3,4,0
40.709948499999996,-73.955496999999994,0,2,3,3,3
40.771390400000001,-73.950430299999994,1,1,0,3,3
40.602244200000001,-73.754147700000004,1,0,1,0,5
40.820992499999996,-73.895880300000002,1,1,0,1,1
40.629507799999999,-73.9441554,0,2,3,4,0
40.649654400000003,-73.920465699999994,0,2,3,4,0
40.736004700000002,-73.993616700000004,0,2,3,3,3
40.668950399999993,-73.933888499999995,0,2,3,4,0
40.896591100000002,-73.870069400000006,1,1,0,1,1
40.738754899999996,-74.005495799999991,0,2,3,3,3
40.651689399999995,-73.888763799999992,0,2,3,4,2
40.700822899999999,-73.9574578,0,2,3,3,3
40.590442899999999,-73.971152500000002,0,2,3,4,0
40.622859699999999,-74.025345700000003,0,2,3,4,0
40.664097399999996,-73.909306900000004,0,2,3,4,2
40.857128499999995,-73.880792599999992,1,1,0,1,1
40.761994200000004,-73.758481799999998,1,0,1,0,5
40.862679299999996,-73.909039699999994,1,1,0,1,1
40.8152671,-73.859718900000004,1,1,0,1,1
40.729369599999998,-73.983998299999996,0,2,3,3,3
40.668460899999999,-73.942284400000005,0,2,3,4,0
40.7514416,-73.976049099999997,0,1,3,3,3
40.690681500000004,-73.804204099999993,1,0,1,0,5
40.860521500000004,-73.892564699999994,1,1,0,1,1
40.673516399999997,-73.875879099999992,0,0,1,4,2
40.637037799999995,-73.935606300000003,0,2,3,4,0
40.621564599999999,-73.939118999999991,0,2,3,4,0
40.805725899999999,-73.954414299999996,1,1,0,3,3
40.832281399999999,-73.871304400000014,1,1,0,1,1
40.805838000000001,-73.946900900000003,1,1,0,3,3
40.7369597,-74.008252499999998,0,2,3,3,3
40.706039000000004,-73.94128520000001,0,2,3,3,2
40.842617199999999,-73.878176699999997,1,1,0,1,1
40.718852699999999,-74.004844800000001,0,2,3,3,3
40.726214299999995,-73.920515000000009,1,1,3,3,2
40.745119000000003,-73.904487000000003,1,1,0,3,2
40.756496599999998,-73.972362000000004,0,1,3,3,3
40.798593200000006,-73.933517699999996,1,1,0,3,1
40.662122100000005,-73.770154099999999,1,0,1,0,5
40.721732700000004,-73.958057700000012,0,2,3,3,3
40.7521974,-73.981823700000007,0,1,3,3,3
40.664086900000001,-73.731856499999992,1,0,1,0,5
40.763365500000006,-73.959240799999989,0,1,0,3,3
40.678843299999997,-73.754179000000008,1,0,1,0,5
40.683841399999999,-73.802565599999994,1,0,1,0,5
40.701076100000002,-73.940420400000008,0,2,3,4,2
40.863006899999995,-73.894176799999997,1,1,0,1,1
40.701399500000001,-73.958070499999991,0,2,3,3,3
40.843981499999998,-73.922954900000008,1,1,0,1,1
40.856204200000001,-73.905220299999996,1,1,0,1,1
40.672698400000002,-73.93634329999999,0,2,3,4,0
40.883986600000007,-73.896363900000011,1,1,0,1,1
40.701661399999999,-73.961453299999988,0,2,3,3,3
40.710508799999999,-73.956549800000005,0,2,3,3,3
40.674385200000003,-73.887936499999995,0,0,3,4,2
40.7523184,-73.832391900000005,1,0,1,0,5
40.755336499999999,-73.843245199999998,1,0,1,0,2
40.670534400000001,-73.729530600000004,1,0,1,0,5
40.719203799999995,-73.990364400000004,0,2,3,3,3
40.767735500000001,-73.918494299999992,1,1,0,3,3
40.780801099999998,-73.954629900000015,1,1,0,3,3
40.660030499999998,-73.921786900000001,0,2,3,4,0
40.756864,-73.753158299999996,1,0,1,0,5
40.825593100000006,-73.863147900000001,1,1,0,1,1
40.684702799999997,-73.855908400000004,1,0,1,0,2
40.720044100000003,-73.999061999999995,0,2,3,3,3
40.645383600000002,-73.956711200000015,0,2,3,4,0
40.725009100000001,-73.879199800000009,1,0,1,0,2
40.576883000000002,-73.952875000000006,0,2,3,4,0
40.7371433,-73.98859370000001,0,2,3,3,3
40.746618599999998,-73.993814200000003,0,2,3,3,3
40.723957599999999,-73.730165200000002,1,0,1,0,5
40.754279100000005,-73.909010899999998,1,1,0,3,2
40.764083800000002,-73.833351500000006,1,0,1,0,5
40.754317,-73.986865400000013,0,1,3,3,3
40.613497700000003,-73.934238699999995,0,2,3,4,0
40.816662000000001,-73.938991099999996,1,1,0,1,1
40.880553000000006,-73.864520900000002,1,1,0,1,1
40.736534399999996,-74.005827599999989,0,2,3,3,3
40.610098299999997,-73.961372900000001,0,2,3,4,0
40.708554200000002,-73.908961500000004,0,2,3,3,2
40.717764200000005,-73.918050400000013,0,2,3,3,2
40.752240700000002,-73.820849599999988,1,0,1,0,5
40.726570100000004,-73.852639299999993,1,0,1,0,2
40.742348499999999,-73.788433499999996,1,0,1,0,5
40.693359700000002,-73.975846400000009,0,2,3,4,0
40.685846000000005,-73.947310099999996,0,2,3,4,0
40.719483799999999,-73.991284300000004,0,2,3,3,3
40.554914500000002,-74.140202299999999,0,2,2,2,4
40.6952888,-73.9433863,0,2,3,4,2
40.832132000000001,-73.865461499999995,1,1,0,1,1
40.524096999999998,-74.214098599999986,0,2,2,2,4
40.686452799999998,-73.7611749,1,0,1,0,5
40.871263299999995,-73.849914099999992,1,1,0,1,1
40.810276399999999,-73.947370499999991,1,1,0,3,1
40.765252799999999,-73.995086799999996,0,1,3,3,3
40.696131000000001,-73.987104099999996,0,2,3,4,3
40.780226399999997,-73.802543400000005,1,0,1,0,5
40.699404999999999,-73.953368999999995,0,2,3,4,3
40.679794100000002,-73.809813500000004,1,0,1,0,5
40.8653938,-73.869125300000007,1,1,0,1,1
40.675624900000003,-73.8987786,0,2,3,4,2
40.598086500000001,-73.758379700000006,1,0,1,0,5
40.656741499999995,-73.928962900000002,0,2,3,4,0
40.707910099999999,-73.945005899999998,0,2,3,3,3
40.802751499999999,-73.933575000000005,1,1,0,3,1
40.759199700000003,-73.984619299999991,0,1,3,3,3
40.627832399999996,-74.029274299999997,0,2,3,4,0
40.764170399999998,-73.984733599999984,0,1,3,3,3
40.702333299999999,-73.766123900000011,1,0,1,0,5
40.751577200000007,-73.982275000000001,0,1,3,3,3
40.837642899999999,-73.903338599999998,1,1,0,1,1
40.738757499999998,-74.008104799999998,0,2,3,3,3
40.658296299999996,-73.931084099999993,0,2,3,4,0
40.793350200000006,-73.972733099999985,1,1,0,3,3
40.643305600000005,-73.974095200000008,0,2,3,4,0
40.581265199999997,-74.112209700000008,0,2,2,2,4
40.724620700000003,-73.894548,1,1,3,3,2
40.609006399999998,-73.973031700000007,0,2,3,4,0
40.756545799999998,-73.806392799999998,1,0,1,0,5
40.744263700000005,-73.876746999999995,1,1,0,0,2
40.865797100000002,-73.919997499999994,1,1,0,1,1
40.750717899999998,-73.858764799999989,1,0,1,0,2
40.662369700000006,-73.926855500000002,0,2,3,4,0
40.862297099999999,-73.898411400000001,1,1,0,1,1
40.635493700000005,-74.009558699999999,0,2,3,4,0
40.619562299999998,-74.015366599999993,0,2,3,4,0
40.722601500000003,-73.937107400000002,0,2,3,3,3
40.6082027,-73.920709500000001,0,2,3,4,0
40.6962166,-73.74359179999999,1,0,1,0,5
40.6795373,-73.831745599999991,1,0,1,0,5
40.719972499999997,-73.992896799999997,0,2,3,3,3
40.708079799999993,-73.782356499999992,1,0,1,0,5
40.633857800000001,-74.125956599999995,0,2,2,2,4
40.703073400000001,-73.956983899999997,0,2,3,3,3
40.685731700000005,-74.002358099999995,0,2,3,4,0
40.843550100000002,-73.870303199999995,1,1,0,1,1
40.712378100000002,-73.944031899999999,0,2,3,3,3
40.649161200000002,-73.945508400000008,0,2,3,4,0
40.723649700000003,-73.985284099999987,0,2,3,3,3
40.706011199999999,-73.935478400000008,0,2,3,3,2
40.6767222,-73.947072200000008,0,2,3,4,0
40.756299100000007,-73.898926799999998,1,1,0,3,2
40.561458700000003,-74.112262799999996,0,2,2,2,4
40.827811600000004,-73.925929299999993,1,1,0,1,1
40.635493700000005,-74.009558699999999,0,2,3,4,0
40.651512400000001,-74.007333799999998,0,2,3,4,0
40.879109800000002,-73.843242700000005,1,1,0,1,1
40.757037299999993,-73.871323500000003,1,1,0,0,2
40.629451000000003,-73.979861200000002,0,2,3,4,0
40.780796600000002,-73.817046400000009,1,0,1,0,5
40.721251799999997,-74.001446599999994,0,2,3,3,3
40.680193700000004,-73.755439500000008,1,0,1,0,5
40.724880299999995,-74.002619299999992,0,2,3,3,3
40.663657200000003,-73.901449700000001,0,2,3,4,2
40.677405600000007,-73.983048200000013,0,2,3,4,0
40.666396999999996,-73.784997700000005,1,0,1,0,5
40.810948799999998,-73.927143799999996,1,1,0,1,1
40.754809200000004,-73.944017900000006,1,1,0,3,3
40.602630799999993,-73.964985599999991,0,2,3,4,0
40.711905399999999,-73.962940700000004,0,2,3,3,3
40.857182200000004,-73.909762999999998,1,1,0,1,1
40.706379799999993,-73.799970500000001,1,0,1,0,5
40.765731700000003,-73.926438799999985,1,1,0,3,3
40.725431899999997,-73.896217199999995,1,1,3,3,2
40.848632799999997,-73.827999800000001,1,1,0,1,1
40.633745000000005,-73.972283099999984,0,2,3,4,0
40.719750099999999,-73.992160900000002,0,2,3,3,3
40.753387299999993,-73.996304000000009,0,2,3,3,3
40.774684800000003,-73.903823599999996,1,1,0,3,1
40.732471600000004,-73.861643200000003,1,0,1,0,2
40.729112299999997,-74.010672499999998,0,2,3,3,3
40.733303799999995,-73.993321099999989,0,2,3,3,3
40.856672199999998,-73.865241900000015,1,1,0,1,1
40.627585400000001,-73.971114799999995,0,2,3,4,0
40.7429104,-73.992804100000001,0,2,3,3,3
40.554568700000004,-74.170624200000006,0,2,2,2,4
40.861212999999999,-73.825111200000009,1,1,0,1,1
40.611463200000003,-73.924364900000015,0,2,3,4,0
40.707805999999998,-73.951725599999989,0,2,3,3,3
40.724691799999995,-73.754092799999995,1,0,1,0,5
40.644852399999998,-73.911116799999988,0,2,3,4,0
40.771390400000001,-73.950430299999994,1,1,0,3,3
40.597777399999998,-73.928132599999984,0,2,3,4,0
40.868695700000004,-73.902357100000003,1,1,0,1,1
40.616680700000003,-74.123575799999998,0,2,2,2,4
40.680015000000004,-73.877428199999997,1,0,1,0,2
40.747692399999998,-73.893796899999998,1,1,0,3,2
40.684903200000001,-73.929452099999992,0,2,3,4,2
40.743808000000001,-73.924257999999995,1,1,0,3,3
40.7471204,-73.942382299999991,0,1,3,3,3
40.727750700000001,-73.780484599999994,1,0,1,0,5
40.694429700000001,-73.924249200000006,0,2,3,4,2
40.824137999999998,-73.892948700000005,1,1,0,1,1
40.705879199999998,-73.930309999999992,0,2,3,3,2
40.700197799999998,-73.785848000000001,1,0,1,0,5
40.8503039,-73.851367500000009,1,1,0,1,1
40.758533200000002,-73.988842700000006,0,1,3,3,3
40.744779999999999,-73.975881900000005,0,2,3,3,3
40.658851700000007,-73.753553400000015,1,0,1,0,5
40.616170000000004,-73.954587000000004,0,2,3,4,0
40.771248399999998,-73.843734900000001,1,0,1,0,2
40.695497199999998,-73.895877900000016,0,2,3,4,2
40.750646200000006,-73.945656400000004,0,1,0,3,3
40.757232299999998,-73.989792199999997,0,1,3,3,3
40.675360799999993,-73.969691799999993,0,2,3,4,0
40.669556999999998,-73.826039199999997,1,0,1,0,5
