lat,lon,l2,l3,l4,l5,l6
40.618104500000001,-74.081369800000004,0,2,2,2,4
40.767889099999998,-73.981512499999994,0,1,0,3,3
40.723484999999997,-73.8684516,1,0,1,0,2
40.815075999999998,-73.903469000000001,1,1,0,1,1
40.818096000000004,-73.937934999999996,1,1,0,1,1
40.775562399999998,-73.950337000000005,1,1,0,3,3
40.657942799999994,-73.93686559999999,0,2,3,4,0
40.660738600000002,-73.910378299999991,0,2,3,4,2
40.876926099999999,-73.856782700000011,1,1,0,1,1
40.755972299999996,-73.988886400000013,0,1,3,3,3
40.698258700000004,-73.820378000000005,1,0,1,0,5
40.727402200000007,-73.988537599999987,0,2,3,3,3
40.712115399999995,-73.812451900000013,1,0,1,0,5
40.886123100000006,-73.8976191,1,1,0,1,1
40.606986299999996,-74.067126999999999,0,2,2,2,4
40.672470600000004,-73.799866699999995,1,0,1,0,5
40.691080900000003,-73.729101099999994,1,0,1,0,5
40.8744874,-73.842993200000009,1,1,0,1,1
40.724255900000003,-73.891817500000002,1,0,3,3,2
40.624654900000003,-73.999319200000002,0,2,3,4,0
40.651005700000006,-73.945705099999998,0,2,3,4,0
40.674906700000001,-73.944463499999998,0,2,3,4,0
40.750904499999997,-73.980672700000014,0,1,3,3,3
40.636046100000002,-73.740256099999996,1,0,1,0,5
40.656392199999999,-73.881468500000011,0,0,3,4,2
40.640000399999998,-73.901931399999995,0,2,3,4,2
40.8726032,-73.854543000000007,1,1,0,1,1
40.755392000000001,-73.828280299999989,1,0,1,0,5
40.6701245,-73.955271200000013,0,2,3,4,0
40.635318799999993,-74.023235499999998,0,2,3,4,0
40.579689700000003,-74.100391999999999,0,2,2,2,4
40.670484299999998,-73.803574800000007,1,0,1,0,5
40.816046200000002,-73.911943000000008,1,1,0,1,1
40.691435600000005,-73.890623099999985,0,0,3,4,2
40.581596000000005,-73.947043100000002,0,2,3,4,0
40.640914700000003,-73.9736422,0,2,3,4,0
40.606456399999999,-73.989131,0,2,3,4,0
40.679802000000002,-73.938919999999996,0,2,3,4,0
40.642971700000004,-73.979017599999992,0,2,3,4,0
40.770049799999995,-73.878526000000008,1,1,0,1,2
40.686304799999995,-73.793908200000004,1,0,1,0,5
40.626253200000001,-73.9516189,0,2,3,4,0
40.687832200000003,-73.930033200000011,0,2,3,4,2
40.827811600000004,-73.925929299999993,1,1,0,1,1
40.784481,-73.981442900000005,0,1,0,3,3
40.613619499999999,-73.953047099999992,0,2,3,4,0
40.652557100000003,-73.960422099999988,0,2,3,4,0
40.720590200000004,-73.77512209999999,1,0,1,0,5
40.625730799999999,-73.956392500000007,0,2,3,4,0
40.875616399999998,-73.870316500000001,1,1,0,1,1
40.701480100000005,-73.807894300000001,1,0,1,0,5
40.675735700000004,-73.896853299999989,0,2,3,4,2
40.656979200000002,-73.889418200000009,0,2,3,4,2
40.6943646,-73.95799559999999,0,2,3,4,0
40.599146399999995,-73.9535506,0,2,3,4,0
40.866089100000003,-73.882674699999995,1,1,0,1,1
40.662745200000003,-73.921931499999999,0,2,3,4,2
40.747689200000003,-74.004168399999998,0,2,3,3,3
40.774848499999997,-73.920540000000003,1,1,0,3,3
40.727287500000003,-74.000631400000003,0,2,3,3,3
40.7688025,-73.958360200000001,1,1,0,3,3
40.659574200000002,-73.956795700000001,0,2,3,4,0
40.639435399999996,-74.0054588,0,2,3,4,0
40.746580299999998,-73.943764999999999,0,1,3,3,3
40.750985100000001,-73.988522700000004,0,2,3,3,3
40.859643400000003,-73.905331099999998,1,1,0,1,1
40.887446200000007,-73.878000499999999,1,1,0,1,1
40.612549799999996,-73.962858999999995,0,2,3,4,0
40.846576500000005,-73.913149599999997,1,1,0,1,1
40.640289099999997,-73.994796899999997,0,2,3,4,0
40.6401355,-73.997557,0,2,3,4,0
40.638740000000006,-73.895191799999992,0,2,3,4,2
40.759962700000003,-73.861387500000006,1,1,0,0,2
40.884034700000001,-73.897965900000017,1,1,0,1,1
40.863315200000002,-73.889208800000006,1,1,0,1,1
40.852288200000004,-73.890485099999992,1,1,0,1,1
40.864580700000005,-73.923259999999999,1,1,0,1,1
40.677405600000007,-73.983048200000013,0,2,3,4,0
40.670384800000001,-73.985295800000003,0,2,3,4,0
40.621979500000002,-74.078254999999999,0,2,2,2,4
40.532741299999991,-74.190235700000002,0,2,2,2,4
40.709857499999998,-73.861672099999993,1,0,1,0,2
40.673042500000001,-73.756255199999998,1,0,1,0,5
40.678428400000001,-73.913559700000008,0,2,3,4,2
40.865476399999999,-73.857732900000002,1,1,0,1,1
40.701519399999995,-73.943225900000002,0,2,3,4,2
40.6218869,-73.946967900000004,0,2,3,4,0
40.618799100000004,-73.983488099999988,0,2,3,4,0
40.7229393,-73.800194900000008,1,0,1,0,5
40.815939700000008,-73.909125299999999,1,1,0,1,1
40.689870299999995,-73.988298799999995,0,2,3,4,0
40.665565399999998,-73.989312400000003,0,2,3,4,0
40.605675399999996,-73.966961200000014,0,2,3,4,0
40.748246700000003,-73.976288499999995,0,2,3,3,3
40.780968200000004,-73.961205200000009,1,1,0,3,3
40.755461100000005,-73.886298499999995,1,1,0,3,2
40.738504999999996,-73.991797800000001,0,2,3,3,3
40.595140299999997,-73.75398659999999,1,0,1,0,5
40.759983099999999,-73.964801799999989,0,1,0,3,3
40.772707500000003,-73.949476199999992,1,1,0,3,3
40.626564799999997,-73.948797900000002,0,2,3,4,0
40.712128299999996,-73.736399300000002,1,0,1,0,5
40.684803000000002,-73.970704299999994,0,2,3,4,0
40.691228100000004,-73.982132399999998,0,2,3,4,0
40.749062000000002,-73.890817200000001,1,1,0,3,2
40.642796099999998,-73.979442800000001,0,2,3,4,0
40.709805799999998,-73.991909499999991,0,2,3,3,3
40.879804200000002,-73.864999800000007,1,1,0,1,1
40.710709700000002,-73.793039199999996,1,0,1,0,5
40.721951599999997,-73.996269699999999,0,2,3,3,3
40.671501700000007,-73.915035799999998,0,2,3,4,2
40.752058899999994,-74.000981699999997,0,2,3,3,3
40.627102200000003,-74.029572999999999,0,2,3,4,0
40.542811700000001,-74.174911800000004,0,2,2,2,4
40.627188000000004,-74.026561400000006,0,2,3,4,0
40.643985899999997,-74.01148409999999,0,2,3,4,0
40.743700299999993,-73.923337900000007,1,1,0,3,3
40.847943299999997,-73.827567799999997,1,1,0,1,1
40.700071999999999,-73.754468599999996,1,0,1,0,5
40.690492399999997,-73.816075400000003,1,0,1,0,5
40.587305100000002,-73.96034920000001,0,2,3,4,0
40.703415100000001,-73.821478599999992,1,0,1,0,5
40.867880399999997,-73.8930012,1,1,0,1,1
40.748640199999997,-73.868091500000006,1,0,1,0,2
40.656306600000001,-73.9188647,0,2,3,4,0
40.675060100000003,-73.916617599999995,0,2,3,4,2
40.7150167,-73.741640099999998,1,0,1,0,5
40.750032399999995,-73.986317700000001,0,2,3,3,3
40.8031164,-73.9563196,1,1,0,3,3
40.727290100000005,-73.993639200000004,0,2,3,3,3
40.700653000000003,-73.896280000000004,1,2,3,4,2
40.646257500000004,-73.930804699999996,0,2,3,4,0
40.692353999999995,-73.762430299999991,1,0,1,0,5
40.712506899999994,-73.788167599999994,1,0,1,0,5
40.737640300000002,-73.895931099999999,1,1,0,3,2
40.807186700000003,-73.924279799999994,1,1,0,1,1
40.861700599999999,-73.891380699999999,1,1,0,1,1
40.631302300000002,-74.010329099999993,0,2,3,4,0
40.866047600000002,-73.872059800000002,1,1,0,1,1
40.628543499999999,-74.076468599999998,0,2,2,2,4
40.722484200000004,-73.999253199999998,0,2,3,3,3
40.747674500000002,-73.985101900000004,0,2,3,3,3
40.732572699999999,-73.754374099999993,1,0,1,0,5
40.766028000000006,-73.810816400000007,1,0,1,0,5
40.8387216,-73.913770599999992,1,1,0,1,1
40.658336900000002,-73.877576099999999,0,0,3,4,2
40.725881099999995,-73.941686300000001,0,2,3,3,3
40.753381500000003,-73.8715002,1,1,0,0,2
40.620688200000004,-74.11001379999999,0,2,2,2,4
40.607258399999999,-74.002643500000005,0,2,3,4,0
40.707366100000002,-73.806946800000006,1,0,1,0,5
40.633043700000002,-73.978649599999997,0,2,3,4,0
40.663518599999996,-73.95720759999999,0,2,3,4,0
40.684856799999999,-73.978041700000006,0,2,3,4,0
40.617896200000004,-74.029302400000006,0,2,3,4,0
40.600231600000001,-73.995592299999998,0,2,3,4,0
40.617993200000001,-74.079496599999985,0,2,2,2,4
40.746824500000002,-73.85325490000001,1,0,1,0,2
40.613110299999995,-74.000158499999998,0,2,3,4,0
40.6552468,-73.981796000000003,0,2,3,4,0
40.760828100000005,-73.890112099999996,1,1,0,3,2
40.748691000000001,-73.857715299999995,1,0,1,0,2
40.713694399999994,-73.918989599999989,0,2,3,3,2
40.769981899999998,-73.994646000000003,0,1,0,3,3
40.721063600000001,-73.759441900000013,1,0,1,0,5
40.857421100000003,-73.899955200000008,1,1,0,1,1
40.668950399999993,-73.933888499999995,0,2,3,4,0
40.693997299999999,-73.92623309999999,0,2,3,4,2
40.861731799999994,-73.911813900000013,1,1,0,1,1
40.724797700000003,-73.992351499999998,0,2,3,3,3
40.814936799999998,-73.914953900000015,1,1,0,1,1
40.879947899999998,-73.880849400000002,1,1,0,1,1
40.824188700000008,-73.882976200000002,1,1,0,1,1
40.768485900000002,-73.963616799999997,0,1,0,3,3
40.724770700000008,-73.791238500000006,1,0,1,0,5
40.746178700000002,-73.9081233,1,1,0,3,2
40.740272499999996,-73.895851199999996,1,1,0,3,2
40.632436900000002,-73.88817259999999,0,2,3,4,2
40.757907399999993,-73.989297599999986,0,1,3,3,3
40.702191799999994,-73.928337400000004,0,2,3,4,2
40.602225700000005,-73.968655400000003,0,2,3,4,0
40.755301299999999,-73.870081600000006,1,1,0,0,2
40.880134200000001,-73.903938599999989,1,1,0,1,1
40.580379499999999,-73.967600099999999,0,2,3,4,0
40.695854700000005,-73.818913099999989,1,0,1,0,5
40.683514200000005,-73.975950900000001,0,2,3,4,0
40.658645899999996,-73.923929400000006,0,2,3,4,0
40.784049899999999,-73.794732299999993,1,0,1,0,5
40.818853999999995,-73.942323799999997,1,1,0,1,1
40.696922100000002,-73.764184700000001,1,0,1,0,5
40.726397399999996,-73.986163799999986,0,2,3,3,3
40.729520299999997,-73.824850699999999,1,0,1,0,5
40.622859699999999,-74.025345700000003,0,2,3,4,0
40.615435099999999,-73.997745200000011,0,2,3,4,0
40.6383838,-73.988621300000005,0,2,3,4,0
40.7178015,-73.803572500000001,1,0,1,0,5
40.840854499999999,-73.8750067,1,1,0,1,1
40.726053899999997,-73.98353370000001,0,2,3,3,3
40.756671799999999,-73.828793099999999,1,0,1,0,5
40.709339399999998,-73.768209400000003,1,0,1,0,5
40.739759499999998,-73.893123900000006,1,1,0,3,2
40.620948999999996,-73.955491500000008,0,2,3,4,0
40.676404499999997,-73.962863099999993,0,2,3,4,0
40.571040999999994,-74.109183299999998,0,2,2,2,4
40.676396000000004,-73.911867900000004,0,2,3,4,2
40.622747600000004,-73.939063900000008,0,2,3,4,0
40.587305100000002,-73.96034920000001,0,2,3,4,0
40.697903499999995,-73.94679570000001,0,2,3,4,2
40.700885900000003,-73.794400499999995,1,0,1,0,5
40.707168899999999,-73.944901900000005,0,2,3,3,3
40.803699700000003,-73.935817099999994,1,1,0,3,1
40.744028799999995,-73.926152400000007,1,1,0,3,3
40.742980799999998,-73.983273300000008,0,2,3,3,3
40.750717899999998,-73.858764799999989,1,0,1,0,2
40.859082899999997,-73.89818129999999,1,1,0,1,1
40.723506100000002,-73.979280799999998,0,2,3,3,3
40.719456600000001,-73.994397499999991,0,2,3,3,3
40.817929200000002,-73.905285700000007,1,1,0,1,1
40.768168200000005,-73.824211200000008,1,0,1,0,5
40.6853239,-73.980702500000007,0,2,3,4,0
40.8031164,-73.9563196,1,1,0,3,3
40.750915800000001,-73.873161499999995,1,1,0,0,2
40.758487100000004,-73.975133299999996,0,1,3,3,3
40.828744299999997,-73.939052299999986,1,1,0,1,1
40.869428799999994,-73.825736800000001,1,1,0,1,1
40.654518200000005,-73.882214299999987,0,0,3,4,2
40.847410600000003,-73.887344999999996,1,1,0,1,1
40.680256,-73.946899999999999,0,2,3,4,0
40.875616399999998,-73.870316500000001,1,1,0,1,1
40.5852401,-74.093408599999989,0,2,2,2,4
40.676292600000004,-73.924832199999997,0,2,3,4,2
40.712943299999999,-73.995303500000006,0,2,3,3,3
40.667096299999997,-73.922751799999986,0,2,3,4,2
40.6334692,-74.021011900000005,0,2,3,4,0
40.7342814,-73.779521400000007,1,0,1,0,5
40.747236200000003,-73.993359400000003,0,2,3,3,3
40.722647899999998,-73.984934300000006,0,2,3,3,3
40.753943900000003,-73.972135599999987,0,1,3,3,3
40.855468299999998,-73.936746799999995,1,1,0,1,1
40.665034999999996,-73.8921335,0,2,3,4,2
40.813389899999997,-73.956258700000006,1,1,0,3,3
40.746774799999997,-73.908847900000012,1,1,0,3,2
40.609416700000004,-73.967686799999996,0,2,3,4,0
40.5957346,-73.774771999999999,1,0,1,0,5
40.757726599999998,-73.779263299999997,1,0,1,0,5
40.808856499999997,-73.930133499999997,1,1,0,1,1
40.749765799999999,-73.802875499999999,1,0,1,0,5
40.727528599999999,-73.81326,1,0,1,0,5
40.664200200000003,-73.897757900000002,0,2,3,4,2
40.775480799999997,-73.980203400000008,0,1,0,3,3
40.6896311,-73.927402599999994,0,2,3,4,2
40.851936500000001,-73.905562599999996,1,1,0,1,1
40.722289700000005,-73.8673103,1,0,1,0,2
40.595921000000004,-73.941018400000004,0,2,3,4,0
40.7402406,-73.945072999999994,0,1,3,3,3
40.702546699999999,-73.813903400000015,1,0,1,0,5
40.612879900000003,-74.125448800000001,0,2,2,2,4
40.806840200000003,-73.927491500000002,1,1,0,1,1
40.708035100000004,-73.801696800000002,1,0,1,0,5
40.750112000000001,-73.91540479999999,1,1,0,3,3
40.593733499999999,-73.983094700000009,0,2,3,4,0
40.728981299999994,-73.882374900000002,1,0,1,3,2
40.684240000000003,-73.838076000000001,1,0,1,0,2
40.671340999999998,-73.899585400000007,0,2,3,4,2
40.8198455,-73.864510800000005,1,1,0,1,1
40.697591299999992,-73.901929699999997,0,2,3,4,2
40.606422999999999,-74.014693700000009,0,2,3,4,0
40.829687499999999,-73.825295299999993,1,1,0,1,1
40.805560499999999,-73.914496299999996,1,1,0,1,1
40.690671600000002,-73.731331299999994,1,0,1,0,5
40.7077575,-74.015643000000011,0,2,3,3,3
40.721472999999996,-73.9838235,0,2,3,3,3
40.685873000000001,-73.763480999999999,1,0,1,0,5
40.853635100000005,-73.937344999999993,1,1,0,1,1
40.819479299999998,-73.926878000000002,1,1,0,1,1
40.745868899999998,-73.988635500000001,0,2,3,3,3
40.832263299999994,-73.913681400000002,1,1,0,1,1
40.830379000000001,-73.942190900000014,1,1,0,1,1
40.682280600000006,-73.985235500000002,0,2,3,4,0
40.748003999999995,-73.985574599999993,0,2,3,3,3
40.675818599999999,-73.930456800000002,0,2,3,4,2
40.646717500000001,-73.997881100000001,0,2,3,4,0
40.7410481,-73.918173300000007,1,1,0,3,2
40.761245899999999,-73.762928200000005,1,0,1,0,5
40.660709600000004,-73.908457299999995,0,2,3,4,2
40.659913899999999,-73.846803400000013,1,0,1,0,2
40.601985399999997,-74.097548200000006,0,2,2,2,4
40.6625242,-73.84070229999999,1,0,1,0,2
40.642057799999996,-74.020420000000001,0,2,3,4,0
40.608400599999996,-73.976705500000008,0,2,3,4,0
40.760269899999997,-73.830484099999993,1,0,1,0,5
40.697716399999997,-73.967726999999996,0,2,3,4,3
40.6398966,-74.087204700000001,0,2,2,2,4
40.867015199999997,-73.923108900000003,1,1,0,1,1
40.695555900000002,-73.934561700000003,0,2,3,4,2
40.727789000000001,-73.895499099999995,1,1,3,3,2
40.875495899999997,-73.904310499999994,1,1,0,1,1
40.822237299999998,-73.940470900000008,1,1,0,1,1
40.768961600000004,-73.815584299999998,1,0,1,0,5
40.670734400000001,-73.933724499999997,0,2,3,4,0
40.593173299999997,-73.946335400000009,0,2,3,4,0
40.676894099999998,-73.900045700000007,0,2,3,4,2
40.765358800000001,-73.744282299999995,1,0,1,0,5
40.747145799999998,-74.000848099999985,0,2,3,3,3
40.840455299999995,-73.873937699999999,1,1,0,1,1
40.673748299999993,-73.843231499999987,1,0,1,0,2
40.657969799999996,-73.8482676,1,0,1,0,2
40.633127299999998,-73.915686400000013,0,2,3,4,0
40.764651000000001,-73.823483999999993,1,0,1,0,5
40.754904700000004,-73.873879400000007,1,1,0,0,2
40.802076599999999,-73.934063299999991,1,1,0,3,1
40.8394768,-73.877745099999984,1,1,0,1,1
40.783224199999999,-73.844031700000002,1,1,0,1,1
40.714177800000002,-73.927736599999989,0,2,3,3,2
40.880466999999996,-73.883831799999996,1,1,0,1,1
