lat,lon,year,label
40.719904100000001,-74.002600999999999,2012,0
40.711570999999999,-74.002459999999999,2012,0
40.768890999999996,-73.982093500000005,2012,0
40.761412700000001,-73.884537599999987,2012,1
40.694813000000003,-73.983263799999989,2012,0
40.5786236,-74.1016683,2012,0
40.804669200000006,-73.932182400000002,2012,0
40.746317700000006,-73.870044899999996,2012,0
40.700424799999993,-73.944388199999992,2012,0
40.712902299999996,-73.906076999999996,2012,0
40.856111999999996,-73.8825188,2012,0
40.707934999999999,-73.785686099999992,2012,0
40.694417399999999,-73.835981399999994,2012,1
40.669063799999996,-73.865563299999991,2012,0
40.759895100000001,-73.823933400000001,2012,1
40.703341700000003,-73.800203199999999,2012,1
40.631707500000005,-73.946481000000006,2012,0
40.746535600000001,-73.985950299999999,2012,0
40.634153499999996,-74.029633799999999,2012,0
40.723389900000001,-73.956274500000006,2012,1
40.755868599999999,-73.998209700000004,2012,0
40.735730299999993,-73.893231400000005,2012,0
40.739522799999996,-73.9868503,2012,0
40.668415799999998,-73.910414900000006,2012,1
40.827206200000006,-73.942453799999996,2012,0
40.755807399999995,-73.98640309999999,2012,0
40.563241499999997,-74.176591999999999,2012,0
40.772343799999994,-73.952686099999994,2012,1
40.625033500000001,-74.006095299999998,2012,0
40.656214800000001,-73.882510400000001,2012,1
40.757381600000002,-73.966701799999996,2012,0
40.705666600000001,-73.818464500000005,2012,0
40.845222300000003,-73.866118099999994,2012,0
40.753326999999999,-73.871792599999992,2012,0
40.846153000000001,-73.932324400000013,2012,0
40.759619899999997,-73.96196479999999,2012,1
40.638152900000001,-74.013962000000006,2012,0
40.728099799999995,-73.938188199999999,2012,0
40.745608600000004,-73.88747020000001,2012,1
40.837908500000005,-73.938342800000001,2012,0
40.737360700000004,-73.996839000000008,2012,0
40.755969899999997,-73.912610799999996,2012,1
40.684240000000003,-73.846094899999997,2012,0
40.670041600000005,-73.936569399999996,2012,1
40.640606400000003,-73.983230500000005,2012,0
40.650227700000002,-73.9282635,2012,0
40.726007000000003,-73.751721200000006,2012,0
40.5909081,-74.158529200000004,2012,1
40.847563000000001,-73.894732700000006,2012,0
40.693649200000003,-73.983321700000005,2012,0
40.605097499999999,-73.986847999999995,2012,0
40.878022200000004,-73.902404799999999,2012,0
40.590633099999998,-73.94975079999999,2012,1
40.864132399999995,-73.891311599999995,2012,1
40.605821200000008,-73.980296899999999,2012,0
40.676562700000005,-73.872985700000001,2012,0
40.813693999999998,-73.901830799999999,2012,1
40.673182599999997,-74.002606400000005,2012,0
40.867691799999996,-73.921213599999987,2012,1
40.863033399999999,-73.909053700000001,2012,0
40.639643799999995,-74.008824200000006,2012,0
40.654316200000004,-73.922157599999991,2012,0
40.587382399999996,-73.954214100000002,2012,1
40.658577799999996,-73.890622900000011,2012,0
40.701556400000001,-73.790265299999987,2012,0
40.747008799999996,-73.860234300000002,2012,1
40.633084000000004,-74.005566400000006,2012,0
40.739375099999997,-74.008050699999998,2012,0
40.7359534,-73.714737599999992,2012,0
40.844688599999998,-73.906664400000011,2012,1
40.629987200000002,-73.971567700000008,2012,1
40.719203799999995,-73.990364400000004,2012,0
40.784082500000004,-73.958567299999999,2012,0
40.659755400000002,-73.906270800000001,2012,0
40.663728599999999,-73.953848099999988,2012,0
40.612549799999996,-73.962858999999995,2012,0
40.813745599999997,-73.931392799999998,2012,0
40.621291499999998,-73.984481700000003,2012,1
40.6397628,-73.958004700000004,2012,1
40.678063100000003,-73.976179999999999,2012,0
40.864402599999998,-73.923766299999997,2012,0
40.748915600000004,-73.937396499999991,2012,0
40.579827200000004,-73.976211400000011,2012,0
40.6653874,-73.744921500000004,2012,0
40.634914799999997,-73.994963099999993,2012,0
40.692831299999995,-73.795160899999999,2012,0
40.665917799999995,-73.925463900000011,2012,0
